αὐτοῦ	<p id="lx"><lx>αὐτοῦ</lx> </p><p id="mf"><mf></mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl></gl> </p><p id="df"><df>here, <a href="B:470 26:36">Mt. 26:36</a>; <a href="B:490 9:27">Lk. 9:27</a>; <br/>there, <a href="B:510 18:19">Acts 18:19</a>; <a href="B:510 21:4">21:4</a>*</df> </p><p id="st"><trl>autou</trl> | GK <gk>7000</gk> </p>	here		autou	
κακοήθεια	<p id="lx"><lx>κακοήθεια, ας, ἡ</lx> </p><p id="mf"><mf>n-1a</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>malice</gl> </p><p id="df"><df>disposition for mischief, misfortune, malignity, <a href="B:520 1:29">Rom. 1:29</a>*</df> </p><p id="st"><trl>kakoētheia</trl> | S <a href="S:G2550"><st>2550</st></a> | GK <gk>2799</gk> </p>	malice		kakoētheia	
κακολογέω	<p id="lx"><lx>κακολογέω</lx> </p><p id="mf"><mf>cv-1d(2a)</mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl>to curse, malign, speak evil of</gl> </p><p id="df"><df>to speak evil of, revile, abuse, insult, <a href="B:480 9:39">Mk. 9:39</a>; <a href="B:510 19:9">Acts 19:9</a>; <br/>to address with offensive language, to treat with disrespect, Matt, <a href="B:510 15:4">15:4</a>; <a href="B:480 7:10">Mk. 7:10</a>*</df> </p><p id="st"><trl>kakologeō</trl> | S <a href="S:G2551"><st>2551</st></a> | GK <gk>2800</gk> </p>	to curse		kakologeō	
κακοπάθεια	<p id="lx"><lx>κακοπάθεια, ας, ἡ</lx> </p><p id="mf"><mf>n-1a</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>suffering</gl> </p><p id="df"><df>a state of suffering, affliction, trouble, <ab>in NT</ab> endurance in affliction, perseverance, <a href="B:660 5:10">Jas. 5:10</a>*</df> </p><p id="st"><trl>kakopatheia</trl> | S <a href="S:G2552"><st>2552</st></a> | GK <gk>2801</gk> </p>	suffering		kakopatheia	
κακοποιέω	<p id="lx"><lx>κακοποιέω</lx> </p><p id="mf"><mf>v-1d(2a)</mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl>to do evil, do what is wrong</gl> </p><p id="df"><df>to cause evil, injure, do harm, <a href="B:480 3:4">Mk. 3:4</a>; <a href="B:490 6:9">Lk. 6:9</a>; <br/>to do evil, commit sin, <a href="B:670 3:17">1 Pet. 3:17</a>; <a href="B:710 1:11">3 Jn. 11</a>*</df> </p><p id="st"><trl>kakopoieō</trl> | S <a href="S:G2554"><st>2554</st></a> | GK <gk>2803</gk> </p>	to do evil		kakopoieō	
κακῶς	<p id="lx"><lx>κακός, -ή, -όν</lx> </p><p id="mf"><mf>a-1a(2a)</mf> <fr>50<small>x</small></fr> </p><br/><p id="gl"><gl>evil, wicked, wrong, bad, a perversion of what pertains to goodness; as a noun, an evil thing can refer to any crime, harm, or moral wrong</gl> </p><p id="df"><df>bad, of a bad quality, or disposition, worthless, corrupt, depraved, <a href="B:470 21:41">Mt. 21:41</a>; <a href="B:470 24:48">24:48</a>; <a href="B:480 7:21">Mk. 7:21</a>; <br/>wicked, criminal, morally bad; <el>τὸ κακόν</el>, evil, wickedness, crime, <a href="B:470 27:23">Mt. 27:23</a>; <a href="B:510 23:9">Acts 23:9</a>; <br/>deceitful, <a href="B:670 3:10">1 Pet. 3:10</a>; <br/>mischievous, harmful, destructive; <el>τὸ κακόν</el>, evil mischief, harm, injury, <a href="B:630 1:12">Tit. 1:12</a>; <br/>afflictive; <el>τὸ κακόν</el>, evil, misery, affliction, suffering, <a href="B:490 16:25">Lk. 16:25</a></df> </p><p id="st"><trl>kakos</trl> | S <a href="S:G2556"><st>2556</st></a> | GK <gk>2805</gk> </p>	evil		kakos	
κάκωσις	<p id="lx"><lx>κάκωσις, εως, ἡ</lx> </p><p id="mf"><mf>n-3e(5b)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>oppression, mistreatment</gl> </p><p id="df"><df>ill treatment, affliction, oppression, misery, <a href="B:510 7:34">Acts 7:34</a>*</df> </p><p id="st"><trl>kakōsis</trl> | S <a href="S:G2561"><st>2561</st></a> | GK <gk>2810</gk> </p>	oppression		kakōsis	
κακουχέω	<p id="lx"><lx>κακουχέω</lx> </p><p id="mf"><mf>cv-1d(2a)</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl><pr>(pass.)</pr> to be mistreated, maltreated, tormented</gl> </p><p id="df"><df>to torment, afflict, harass; <ab>pass.</ab> to be afflicted, be oppressed with evils, <a href="B:650 11:37">Heb. 11:37</a>; <a href="B:650 13:3">13:3</a>*</df> </p><p id="st"><trl>kakoucheō</trl> | S <a href="S:G2558"><st>2558</st></a> | GK <gk>2807</gk> </p>	(pass.) to be mistreated		kakoucheō	
κακοῦργος	<p id="lx"><lx>κακοῦργος, ον</lx> </p><p id="mf"><mf>a-3a</mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl>criminal, evildoer</gl> </p><p id="df"><df>an evil-doer, malefactor, criminal, <a href="B:490 23:32">Lk. 23:32</a>, <a href="B:490 23:33">33</a>, <a href="B:490 23:39">39</a>; <a href="B:620 2:9">2 Tim. 2:9</a>*</df> </p><p id="st"><trl>kakourgos</trl> | S <a href="S:G2557"><st>2557</st></a> | GK <gk>2806</gk> </p>	criminal		kakourgos	
καλάμη	<p id="lx"><lx>καλάμη, ῆς, ἡ</lx> </p><p id="mf"><mf>n-1b</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>straw; note some translate <i>stubble</i></gl> </p><p id="df"><df>the stalk, of grain, straw, stubble, <a href="B:530 3:12">1 Cor. 3:12</a>*</df> </p><p id="st"><trl>kalamē</trl> | S <a href="S:G2562"><st>2562</st></a> | GK <gk>2811</gk> </p>	straw		kalamē	
κάλαμος	<p id="lx"><lx>κάλαμος, -ου, ὁ</lx> </p><p id="mf"><mf>n-2a</mf> <fr>12<small>x</small></fr> </p><br/><p id="gl"><gl>reed, staff, stick, measuring rod, pen</gl> </p><p id="df"><df>a reed, cane, <a href="B:470 11:7">Mt. 11:7</a>; <a href="B:470 12:20">12:20</a>; <a href="B:490 7:24">Lk. 7:24</a>; <br/>a reed in its various appliances, as, a wand, a staff, <a href="B:470 27:29">Mt. 27:29</a>, <a href="B:470 27:30">30</a>, <a href="B:470 27:48">48</a>; <a href="B:480 15:19">Mk. 15:19</a>, <a href="B:480 15:36">36</a>; <br/>a measuring-rod, <a href="B:730 11:1">Rev. 11:1</a>; <a href="B:730 21:15">21:15</a>f.; a writer's reed, <a href="B:710 1:13">3 Jn. 13</a>*</df> </p><p id="st"><trl>kalamos</trl> | S <a href="S:G2563"><st>2563</st></a> | GK <gk>2812</gk> </p>	reed		kalamos	
καλέω	<p id="lx"><lx>καλέω</lx> </p><p id="mf"><mf>v-1d(2b)</mf> <fr>148<small>x</small></fr> </p><br/><p id="gl"><gl>to call, invite, summon. The authority of the speaker dictates the nature of the calling <pr>(friends invite; kings summon)</pr>. This is also translated <i>to name,</i> the giving of attribution to someone or something</gl> </p><p id="df"><df>to call, call to, <a href="B:500 10:3">Jn. 10:3</a>; <br/>to call into one's presence, send for a person, <a href="B:470 2:7">Mt. 2:7</a>; <br/>to summon, <a href="B:470 2:15">Mt. 2:15</a>; <a href="B:470 25:14">25:14</a>; <br/>to invite, <a href="B:470 22:9">Mt. 22:9</a>; <br/>to call to the performance of a certain thing, <a href="B:470 9:13">Mt. 9:13</a>; <a href="B:650 11:8">Heb. 11:8</a>; <br/>to call to a participation in the privileges of the Gospel, <a href="B:520 8:30">Rom. 8:30</a>; <a href="B:520 9:24">9:24</a>; <a href="B:530 1:9">1 Cor. 1:9</a>; <a href="B:530 7:18">7:18</a>; <br/>to call to an office or dignity, <a href="B:650 5:4">Heb. 5:4</a>; <br/>to name, style, <a href="B:470 1:21">Mt. 1:21</a>; <br/><ab>pass.</ab> to be styled, regarded, <a href="B:470 5:9">Mt. 5:9</a>, <a href="B:470 5:19">19</a></df> </p><p id="st"><trl>kaleō</trl> | S <a href="S:G2564"><st>2564</st></a> | GK <gk>2813</gk> </p>	to call		kaleō	
καλλιέλαιος	<p id="lx"><lx>καλλιέλαιος, οῦ, ἡ</lx> </p><p id="mf"><mf>n-2b</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>cultivated olive tree</gl> </p><p id="df"><df><ab>pr.</ab> adj. productive of good oil; as <ab>subst.</ab> a cultivated olive tree, <a href="B:520 11:24">Rom. 11:24</a>*</df> </p><p id="st"><trl>kallielaios</trl> | S <a href="S:G2565"><st>2565</st></a> | GK <gk>2814</gk> </p>	cultivated olive tree		kallielaios	
καλοδιδάσκαλος	<p id="lx"><lx>καλοδιδάσκαλος, ον</lx> </p><p id="mf"><mf>a-3a</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>teaching what is good</gl> </p><p id="df"><df>teaching what is good; a teacher of good, <a href="B:630 2:3">Tit. 2:3</a>*</df> </p><p id="st"><trl>kalodidaskalos</trl> | S <a href="S:G2567"><st>2567</st></a> | GK <gk>2815</gk> </p>	teaching what is good		kalodidaskalos	
Καλοὶ Λιμένες	<p id="lx"><lx>Καλοὶ Λιμένες</lx> </p><p id="mf"><mf>n-2a</mf> <fr>0<small>x</small></fr> </p><br/><p id="gl"><gl>Fair Havens, <i>fair havens</i></gl> </p><p id="df"><df></df> </p><p id="st"><trl>KaloiLimenes</trl> | S <a href="S:G2568"><st>2568</st></a> | GK <gk>2816</gk> </p>	Fair Havens		KaloiLimenes	
καλοκαγαθία	<p id="lx"><lx>καλοκαγαθία, ας, ἡ</lx> </p><p id="mf"><mf>n-1a</mf> <fr>0<small>x</small></fr> </p><br/><p id="gl"><gl>nobility of character, excellence</gl> </p><p id="df"><df></df> </p><p id="st"><trl>kalokagathia</trl> | S <a href="S:G2552"><st>2552</st></a> | GK <gk>2817</gk> </p>	nobility of character		kalokagathia	
καλοποιέω	<p id="lx"><lx>καλοποιέω</lx> </p><p id="mf"><mf>v-1d(2a)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to do what is right or good</gl> </p><p id="df"><df>to do well, do good, do what is right, <a href="B:600 3:13">2 Thess. 3:13</a>*</df> </p><p id="st"><trl>kalopoieō</trl> | S <a href="S:G2569"><st>2569</st></a> | GK <gk>2818</gk> </p>	to do what is right or good		kalopoieō	
καλῶς	<p id="lx"><lx>καλός, -ή, -όν</lx> </p><p id="mf"><mf>a-1a(2a)</mf> <fr>101<small>x</small></fr> </p><br/><p id="gl"><gl>good, right; beautiful, fine, excellent</gl> </p><p id="df"><df><ab>pr.</ab> beautiful; good, of good quality or disposition; fertile, rich, <a href="B:470 13:8">Mt. 13:8</a>, <a href="B:470 13:23">23</a>; <br/>useful, profitable, <a href="B:490 14:34">Lk. 14:34</a>; <br/><el>καλόν ἐστι</el>(<el>ν</el>), it is profitable, it is well, <a href="B:470 18:8">Mt. 18:8</a>, <a href="B:470 18:9">9</a>; <br/>excellent, choice, select, goodly, <a href="B:470 7:17">Mt. 7:17</a>, <a href="B:470 7:19">19</a>; <br/><el>καλόν ἐστι</el>(<el>ν</el>), it is pleasant, delightful, <a href="B:470 17:4">Mt. 17:4</a>; <br/>just, full measure, <a href="B:490 6:38">Lk. 6:38</a>; <br/>honorable, distinguished, <a href="B:660 2:7">Jas. 2:7</a>; <br/>good, possessing moral excellence, worthy, upright, virtuous, <a href="B:500 10:11">Jn. 10:11</a>, <a href="B:500 10:14">14</a>; <a href="B:610 4:6">1 Tim. 4:6</a>; <br/><el>τὸ καλόν</el>, and <el>τὸ καλόν ἔργον</el>, what is good and right, a good deed, rectitude, virtue, <a href="B:470 5:16">Mt. 5:16</a>; <a href="B:520 7:18">Rom. 7:18</a>, <a href="B:520 7:21">21</a>; <br/>right, duty, propriety, <a href="B:470 15:26">Mt. 15:26</a>; <br/>benefit, favor, <a href="B:500 10:32">Jn. 10:32</a>, <a href="B:500 10:33">33</a></df> </p><p id="st"><trl>kalos</trl> | S <a href="S:G2566"><st>2566</st></a> | GK <gk>2819</gk> </p>	good		kalos	
καλύπτω	<p id="lx"><lx>καλύπτω</lx> </p><p id="mf"><mf>v-4</mf> <fr>8<small>x</small></fr> </p><br/><p id="gl"><gl>cover, veil, hide</gl> </p><p id="df"><df>to cover, <a href="B:470 8:24">Mt. 8:24</a>; <a href="B:490 8:16">Lk. 8:16</a>; <a href="B:490 23:30">23:30</a>; <br/>to hide, conceal, <a href="B:470 10:26">Mt. 10:26</a>; <a href="B:540 4:3">2 Cor. 4:3</a>; <br/><ab>met.</ab> to cover, throw a veil of oblivion over, <a href="B:660 5:20">Jas. 5:20</a>; <a href="B:670 4:8">1 Pet. 4:8</a></df> </p><p id="st"><trl>kalyptō</trl> | S <a href="S:G2572"><st>2572</st></a> | GK <gk>2821</gk> </p>	cover		kalyptō	
κάμηλος	<p id="lx"><lx>κάμηλος, οῦ, ὁ <Ε&ορ</Ε& ἡ</lx> </p><p id="mf"><mf>n-2a/n-2b</mf> <fr>6<small>x</small></fr> </p><br/><p id="gl"><gl>camel</gl> </p><p id="df"><df>a camel, <a href="B:470 3:4">Mt. 3:4</a>; <a href="B:470 23:24">23:24</a></df> </p><p id="st"><trl>kamēlos</trl> | S <a href="S:G2574"><st>2574</st></a> | GK <gk>2823</gk> </p>	camel		kamēlos	
κάμιλος	<p id="lx"><lx>κάμιλος, ου, ὁ</lx> </p><p id="mf"><mf>n-2a</mf> <fr>0<small>x</small></fr> </p><br/><p id="gl"><gl>rope, ship's cable</gl> </p><p id="df"><df></df> </p><p id="st"><trl>kamilos</trl> | S <a href="S:G2574"><st>2574</st></a> | GK <gk>2824</gk> </p>	rope		kamilos	
κάμινος	<p id="lx"><lx>κάμινος, οῦ, ἡ</lx> </p><p id="mf"><mf>n-2b</mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl>furnace, oven</gl> </p><p id="df"><df>a furnace, oven, kiln, <a href="B:470 13:42">Mt. 13:42</a>, <a href="B:470 13:50">50</a>; <a href="B:730 1:15">Rev. 1:15</a>; <a href="B:730 9:2">9:2</a>*</df> </p><p id="st"><trl>kaminos</trl> | S <a href="S:G2575"><st>2575</st></a> | GK <gk>2825</gk> </p>	furnace		kaminos	
καμμύω	<p id="lx"><lx>καμμύω</lx> </p><p id="mf"><mf>v-1a(4)</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl>close, shut <pr>(the eyes)</pr></gl> </p><p id="df"><df>to shut, close, the eyes, <a href="B:470 13:15">Mt. 13:15</a>; <a href="B:510 28:27">Acts 28:27</a>*</df> </p><p id="st"><trl>kammyō</trl> | S <a href="S:G2576"><st>2576</st></a> | GK <gk>2826</gk> </p>	close		kammyō	
κάμπτω	<p id="lx"><lx>κάμπτω</lx> </p><p id="mf"><mf>v-4</mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl>to bend, bow <pr>(on a knee)</pr></gl> </p><p id="df"><df><ab>trans.</ab> to bend, inflect the knee, <a href="B:520 11:4">Rom. 11:4</a>; <a href="B:560 3:14">Eph. 3:14</a> <ab>intrans.</ab> to bend, bow, <a href="B:520 14:11">Rom. 14:11</a>; <a href="B:570 2:10">Phil. 2:10</a>*</df> </p><p id="st"><trl>kamptō</trl> | S <a href="S:G2578"><st>2578</st></a> | GK <gk>2828</gk> </p>	to bend		kamptō	
κἄν	<p id="lx"><lx>κἄν</lx> </p><p id="mf"><mf>particle</mf> <fr>17<small>x</small></fr> </p><br/><p id="gl"><gl>and if, even if</gl> </p><p id="df"><df>crasis, and if, <a href="B:480 16:18">Mk. 16:18</a>; <br/>also if, <a href="B:470 21:21">Mt. 21:21</a>; <br/>even if, if even, although, <a href="B:500 10:38">Jn. 10:38</a>; <br/>if so much as, <a href="B:650 12:20">Heb. 12:20</a>; <br/>also <ab>in NT</ab> simply equivalent to <el>και</el>, as a particle of emphasis, by a pleonasm of <el>ἄν</el>, at least, at all events, <a href="B:480 6:56">Mk. 6:56</a>; <a href="B:510 5:15">Acts 5:15</a>; <a href="B:540 11:16">2 Cor. 11:16</a></df> </p><p id="st"><trl>kan</trl> | S <a href="S:G2579"><st>2579</st></a> | GK <gk>2829</gk> </p>	and if		kan	
Κανά	<p id="lx"><lx>Κανά, ἡ</lx> </p><p id="mf"><mf>n-3g(2)</mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl>Cana, <i>reed</i></gl> </p><p id="df"><df>indecl. Cana, a town in Galilee, <a href="B:500 2:1">Jn. 2:1</a>, <a href="B:500 2:11">11</a>; <a href="B:500 4:46">4:46</a>; <a href="B:500 21:2">21:2</a>*</df> </p><p id="st"><trl>Kana</trl> | S <a href="S:G2580"><st>2580</st></a> | GK <gk>2830</gk> </p>	Cana		Kana	
Καναναῖος	<p id="lx"><lx>Καναναῖος, ου, ὁ</lx> </p><p id="mf"><mf>n-2a</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl>Zealot, Cananaean <pr>(not related to geographical terms Cana or Canaan)</pr>; same as <a href="S:<el>ζηλωτής</el>"/><el>ζηλωτής</el></a>, <i>zealot</i></gl> </p><p id="df"><df>a Canaanite, <a href="B:470 10:4">Mt. 10:4</a>; <a href="B:480 3:18">Mk. 3:18</a>*</df> </p><p id="st"><trl>Kananaios</trl> | S <a href="S:G2581"><st>2581</st></a> | GK <gk>2831</gk> </p>	Zealot		Kananaios	
Κανανίτης	<p id="lx"><lx>Κανανίτης, ου, ὁ</lx> </p><p id="mf"><mf>n-1f</mf> <fr>0<small>x</small></fr> </p><br/><p id="gl"><gl>Canaanite, from Cana</gl> </p><p id="df"><df></df> </p><p id="st"><trl>Kananitēs</trl> | S <a href="S:G2581"><st>2581</st></a> | GK <gk>2832</gk> </p>	Canaanite		Kananitēs	
Κανδάκη	<p id="lx"><lx>Κανδάκη, ῆς, ἡ</lx> </p><p id="mf"><mf>n-1b</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>Candace, title? <i>queen</i></gl> </p><p id="df"><df>Candace, <ab>pr.</ab> name, <a href="B:510 8:27">Acts 8:27</a>*</df> </p><p id="st"><trl>Kandakē</trl> | S <a href="S:G2582"><st>2582</st></a> | GK <gk>2833</gk> </p>	Candace		Kandakē	
κανών	<p id="lx"><lx>κανών, όνος, ὁ</lx> </p><p id="mf"><mf>n-3f(1b)</mf> <fr>4<small>x</small></fr> </p><br/><p id="gl"><gl>rule, standard; sphere of activity, limit</gl> </p><p id="df"><df>a measure, rule; <ab>in NT</ab> prescribed range of action or duty, <a href="B:540 10:13">2 Cor. 10:13</a>, <a href="B:540 10:15">15</a>, <a href="B:540 10:16">16</a>; <br/><ab>met.</ab> rule of conduct or doctrine, <a href="B:550 6:16">Gal. 6:16</a>*</df> </p><p id="st"><trl>kanōn</trl> | S <a href="S:G2583"><st>2583</st></a> | GK <gk>2834</gk> </p>	rule		kanōn	
καπηλεύω	<p id="lx"><lx>καπηλεύω</lx> </p><p id="mf"><mf>v-1a(6)</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>to act as a peddler, trade in for profit</gl> </p><p id="df"><df><ab>pr.</ab> to be <el>κάπηλος</el>, a retailer; to peddle with; to corrupt, adulterate, <a href="B:540 2:17">2 Cor. 2:17</a>*</df> </p><p id="st"><trl>kapēleuō</trl> | S <a href="S:G2585"><st>2585</st></a> | GK <gk>2836</gk> </p>	to act as a peddler		kapēleuō	
Καπερναούμ	<p id="lx"><lx>Καπερναούμ, ἡ</lx> </p><p id="mf"><mf>n-3g(2)</mf> <fr>0<small>x</small></fr> </p><br/><p id="gl"><gl>Capernaum, <i>village of Nahum</i></gl> </p><p id="df"><df></df> </p><p id="st"><trl>Kapernaoum</trl> | S <a href="S:G2584"><st>2584</st></a> | GK <gk>2835</gk> </p>	Capernaum		Kapernaoum	
Καφαρναούμ	<p id="lx"><lx>Καφαρναούμ, ἡ</lx> </p><p id="mf"><mf>n-3g(2)</mf> <fr>16<small>x</small></fr> </p><br/><p id="gl"><gl>Capernaum, <i>village of Nahum</i></gl> </p><p id="df"><df>indecl. <ab>pr.</ab> name, Capernaum</df> </p><p id="st"><trl>Kapharnaoum</trl> | S <a href="S:G2584"><st>2584</st></a> | GK <gk>3019</gk> </p>	Capernaum		Kapharnaoum	
καπνός	<p id="lx"><lx>καπνός, -οῦ, ὁ</lx> </p><p id="mf"><mf>n-2a</mf> <fr>13<small>x</small></fr> </p><br/><p id="gl"><gl>smoke</gl> </p><p id="df"><df>smoke, <a href="B:510 2:19">Acts 2:19</a>; <a href="B:730 8:4">Rev. 8:4</a></df> </p><p id="st"><trl>kapnos</trl> | S <a href="S:G2586"><st>2586</st></a> | GK <gk>2837</gk> </p>	smoke		kapnos	
Καππαδοκία	<p id="lx"><lx>Καππαδοκία, ας, ἡ</lx> </p><p id="mf"><mf>n-1a</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl>Cappadocia</gl> </p><p id="df"><df>Cappadocia, a district of Asia Minor, <a href="B:510 2:9">Acts 2:9</a>; <a href="B:670 1:1">1 Pet. 1:1</a>*</df> </p><p id="st"><trl>Kappadokia</trl> | S <a href="S:G2587"><st>2587</st></a> | GK <gk>2838</gk> </p>	Cappadocia		Kappadokia	
καραδοκία	<p id="lx"><lx>καραδοκία, ας, ἡ</lx> </p><p id="mf"><mf>n-1a</mf> <fr>0<small>x</small></fr> </p><br/><p id="gl"><gl>eager expectation</gl> </p><p id="df"><df></df> </p><p id="st"><trl>karadokia</trl> | S <a href="S:G603"><st>603</st></a> | GK <gk>2839</gk> </p>	eager expectation		karadokia	
καρδία	<p id="lx"><lx>καρδία, -ας, ἡ</lx> </p><p id="mf"><mf>n-1a</mf> <fr>156<small>x</small></fr> </p><br/><p id="gl"><gl>heart, mind <pr>(seat of thought and emotion)</pr></gl> </p><p id="df"><df>heart, mind (seat of thought and emotion). The heart was thought to be the seat of the inner self (composed of life, soul, mind, and spirit). Heart is similar in meaning to soul, but often the heart has a focus on thinking and understanding (<a href="B:480 2:8">Mk 2:8</a>; <a href="B:490 1:51">Lk 1:51</a>; <a href="B:490 24:38">24:38</a>)</df> </p><p id="st"><trl>kardia</trl> | S <a href="S:G2588"><st>2588</st></a> | GK <gk>2840</gk> </p>	heart		kardia	
καρδιογνώστης	<p id="lx"><lx>καρδιογνώστης, ου, ὁ</lx> </p><p id="mf"><mf>n-1f</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl>knower of the heart</gl> </p><p id="df"><df>heart-knower, searcher of hearts, <a href="B:510 1:24">Acts 1:24</a>; <a href="B:510 15:8">15:8</a>*</df> </p><p id="st"><trl>kardiognōstēs</trl> | S <a href="S:G2589"><st>2589</st></a> | GK <gk>2841</gk> </p>	knower of the heart		kardiognōstēs	
κάρφος	<p id="lx"><lx>κάρφος, ους, τό</lx> </p><p id="mf"><mf>n-3d(2b)</mf> <fr>6<small>x</small></fr> </p><br/><p id="gl"><gl>speck, chip, particle</gl> </p><p id="df"><df>any small dry thing, as chaff, stubble, splinter; <a href="B:470 7:3">Mt. 7:3</a>, <a href="B:470 7:4">4</a>, <a href="B:470 7:5">5</a>; <a href="B:490 6:41">Lk. 6:41</a>, <a href="B:490 6:42">42</a>*</df> </p><p id="st"><trl>karphos</trl> | S <a href="S:G2595"><st>2595</st></a> | GK <gk>2847</gk> </p>	speck		karphos	
καρποφόρος	<p id="lx"><lx>καρποφόρος, ον</lx> </p><p id="mf"><mf>a-3a</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>crop, fruitbearing</gl> </p><p id="df"><df>fruitful, adapted to bring forth fruit, <a href="B:510 14:17">Acts 14:17</a>*</df> </p><p id="st"><trl>karpophoros</trl> | S <a href="S:G2593"><st>2593</st></a> | GK <gk>2845</gk> </p>	crop		karpophoros	
καρπός	<p id="lx"><lx>Κάρπος, ου, ὁ</lx> </p><p id="mf"><mf>n-2a</mf> <fr>1<small>x</small></fr> </p><br/><p id="gl"><gl>Carpus, <i>fruit<pr>(ful)</pr></i></gl> </p><p id="df"><df>Carpus, <ab>pr.</ab> name, <a href="B:620 4:13">2 Tim. 4:13</a>*</df> </p><p id="st"><trl>Karpos</trl> | S <a href="S:G2591"><st>2591</st></a> | GK <gk>2842</gk> </p>	Carpus		Karpos	
κατά	<p id="lx"><lx>κατά</lx> </p><p id="mf"><mf>prep</mf> <fr>473<small>x</small></fr> </p><br/><p id="gl"><gl><pr>(gen.)</pr> against, contrary to, opposed; down, throughout; <pr>(acc.)</pr> in, by, with, in accordance with, for</gl> </p><p id="df"><df>down from, <a href="B:470 8:32">Mt. 8:32</a>; <br/>down upon, upon, <a href="B:480 14:3">Mk. 14:3</a>; <a href="B:510 27:14">Acts 27:14</a>; <br/>down into; <el>κατὰ βάθους</el>, profound, deepest, <a href="B:540 8:2">2 Cor. 8:2</a>; <br/>down over, throughout a space, <a href="B:490 4:14">Lk. 4:14</a>; <a href="B:490 23:5">23:5</a>; <br/>concerning, in cases of pointed allegation, <a href="B:530 15:15">1 Cor. 15:15</a>; <br/>against, <a href="B:470 12:30">Mt. 12:30</a>; <br/>by, in oaths, <a href="B:470 26:63">Mt. 26:63</a>; <br/>with an <ab>acc.</ab> of place, in the quarter of, about, near, at, <a href="B:490 10:32">Lk. 10:32</a>; <a href="B:510 2:10">Acts 2:10</a>; <br/>throughout, <a href="B:490 8:39">Lk. 8:39</a>; <br/>in, <a href="B:520 16:5">Rom. 16:5</a>; <br/>among, <a href="B:510 21:21">Acts 21:21</a>; <br/>in the presence of, <a href="B:490 2:31">Lk. 2:31</a>; <br/>in the direction of, towards, <a href="B:510 8:26">Acts 8:26</a>; <a href="B:570 3:14">Phil. 3:14</a>; <br/>of time, within the range of; during, in the course of, at, about, <a href="B:510 12:1">Acts 12:1</a>; <a href="B:510 27:27">27:27</a>; <br/>distributively, <el>κατ᾿ οἶκον</el>, by houses, from house to house, <a href="B:510 2:46">Acts 2:46</a>; <br/>kata; duvo, two and two, <a href="B:530 14:27">1 Cor. 14:27</a>; <br/><el>καθ᾿ ἡμέραν</el>, daily, <a href="B:470 26:55">Mt. 26:55</a>; <br/><ab>trop.</ab>, according to, conformable to, in proportion to, <a href="B:470 9:29">Mt. 9:29</a>; <a href="B:470 25:15">25:15</a>; <br/>after the fashion or likeness of. <a href="B:650 5:6">Heb. 5:6</a>; <br/>in virtue of, <a href="B:470 19:3">Mt. 19:3</a>; <br/>as respects, <a href="B:520 11:3">Rom. 11:3</a>; <a href="B:510 25:14">Acts 25:14</a>; <a href="B:650 9:9">Heb. 9:9</a></df> </p><p id="st"><trl>kata</trl> | S <a href="S:G2596"><st>2596</st></a> | GK <gk>2848</gk> </p>	(gen.) against		kata	
καταβάλλω	<p id="lx"><lx>καταβάλλω</lx> </p><p id="mf"><mf>cv-2d(1)</mf> <fr>2<small>x</small></fr> </p><br/><p id="gl"><gl><pr>(pass.)</pr> to be struck down; <pr>(mid.)</pr> to lay <pr>(a foundation)</pr></gl> </p><p id="df"><df>to cast down, <a href="B:540 4:9">2 Cor. 4:9</a>; <br/><ab>mid.</ab> to lay down, lay a foundation, <a href="B:650 6:1">Heb. 6:1</a>*</df> </p><p id="st"><trl>kataballō</trl> | S <a href="S:G2598"><st>2598</st></a> | GK <gk>2850</gk> </p>	(pass.) to be struck down		kataballō	
