1	G70971	Βίβλος
64508	G72306	Θεόφιλε
64509	G73613	ὧν
64510	G70749	ἤρξατο
64511	G73459	ὁ
64512	G72409	Ἰησοῦς
64513	G74030	ποιεῖν
64514	G74894	τε
64515	G72518	καὶ
64516	G71318	διδάσκειν
64517	G70885	ἄχρι
64518	G73613	ἧς
64519	G72238	ἡμέρας
64520	G71774	ἐντειλάμενος
64521	G73459	τοῖς
64522	G70645	ἀποστόλοις
64523	G71219	διὰ
64524	G74021	πνεύματος
64525	G70041	ἁγίου
64526	G73613	οὓς
64527	G71577	ἐξελέξατο
64528	G70356	ἀνελήμφθη
64529	G73613	οἷς
64530	G72518	καὶ
64531	G73807	παρέστησεν
64532	G71440	ἑαυτὸν
64533	G72188	ζῶντα
64534	G73208	μετὰ
64535	G73459	τὸ
64536	G73829	παθεῖν
64537	G70838	αὐτὸν
64538	G71713	ἐν
64539	G74054	πολλοῖς
64540	G74896	τεκμηρίοις
64541	G71219	δι’
64542	G72238	ἡμερῶν
64543	G74921	τεσσεράκοντα
64544	G73575	ὀπτανόμενος
64545	G70838	αὐτοῖς
64546	G72518	καὶ
64547	G72989	λέγων
64548	G73459	τὰ
64549	G73883	περὶ
64550	G73459	τῆς
64551	G70927	βασιλείας
64552	G73459	τοῦ
64553	G72301	θεοῦ
64554	G72518	καὶ
64555	G74732	συναλιζόμενος
64556	G73724	παρήγγειλεν
64557	G70838	αὐτοῖς
64558	G70571	ἀπὸ
64559	G72399	Ἱεροσολύμων
64560	G73244	μὴ
64561	G75405	χωρίζεσθαι
64562	G70236	ἀλλὰ
64563	G73909	περιμένειν
64564	G73459	τὴν
64565	G71853	ἐπαγγελίαν
64566	G73459	τοῦ
64567	G73833	πατρὸς
64568	G73613	ἣν
64569	G70190	ἠκούσατέ
64570	G71476	μου
64571	G73627	ὅτι
64572	G72473	Ἰωάννης
64573	G73183	μὲν
64574	G70903	ἐβάπτισεν
64575	G75054	ὕδατι
64576	G74631	ὑμεῖς
64577	G71158	δὲ
64578	G71713	ἐν
64579	G74021	πνεύματι
64580	G70903	βαπτισθήσεσθε
64581	G70041	ἁγίῳ
64582	G73628	οὐ
64583	G73208	μετὰ
64584	G74054	πολλὰς
64585	G73651	ταύτας
64586	G72238	ἡμέρας
64587	G73459	Οἱ
64588	G73183	μὲν
64589	G73640	οὖν
64590	G74764	συνελθόντες
64591	G72057	ἠρώτων
64592	G70838	αὐτὸν
64593	G72989	λέγοντες
64594	G72949	Κύριε
64595	G71489	εἰ
64596	G71713	ἐν
64597	G73459	τῷ
64598	G75391	χρόνῳ
64599	G73651	τούτῳ
64600	G70596	ἀποκαθιστάνεις
64601	G73459	τὴν
64602	G70927	βασιλείαν
64603	G73459	τῷ
64604	G72455	Ἰσραήλ
64605	G72989	εἶπεν
64606	G71158	δὲ
64607	G74182	πρὸς
64608	G70838	αὐτούς
64609	G73628	Οὐχ
64610	G74631	ὑμῶν
64611	G71503	ἐστιν
64612	G71094	γνῶναι
64613	G75391	χρόνους
64614	G72219	ἢ
64615	G72525	καιροὺς
64616	G73613	οὓς
64617	G73459	ὁ
64618	G73833	πατὴρ
64619	G74944	ἔθετο
64620	G71713	ἐν
64621	G73459	τῇ
64622	G72382	ἰδίᾳ
64623	G71841	ἐξουσίᾳ
64624	G70236	ἀλλὰ
64625	G72970	λήμψεσθε
64626	G71411	δύναμιν
64627	G71897	ἐπελθόντος
64628	G73459	τοῦ
64629	G70041	ἁγίου
64630	G74021	πνεύματος
64631	G71902	ἐφ’
64632	G74631	ὑμᾶς
64633	G72518	καὶ
64634	G71503	ἔσεσθέ
64635	G71476	μου
64636	G73132	μάρτυρες
64637	G71713	ἔν
64638	G74894	τε
64639	G72404	Ἰερουσαλὴμ
64640	G72518	καὶ
64641	G71713	ἐν
64642	G73827	πάσῃ
64643	G73459	τῇ
64644	G72432	Ἰουδαίᾳ
64645	G72518	καὶ
64646	G74404	Σαμαρείᾳ
64647	G72518	καὶ
64648	G72183	ἕως
64649	G72065	ἐσχάτου
64650	G73459	τῆς
64651	G71090	γῆς
64652	G72518	καὶ
64653	G73651	ταῦτα
64654	G72989	εἰπὼν
64655	G70986	βλεπόντων
64656	G70838	αὐτῶν
64657	G71862	ἐπήρθη
64658	G72518	καὶ
64659	G73379	νεφέλη
64660	G75120	ὑπέλαβεν
64661	G70838	αὐτὸν
64662	G70571	ἀπὸ
64663	G73459	τῶν
64664	G73661	ὀφθαλμῶν
64665	G70838	αὐτῶν
64666	G72518	καὶ
64667	G75452	ὡς
64668	G70808	ἀτενίζοντες
64669	G71503	ἦσαν
64670	G71511	εἰς
64671	G73459	τὸν
64672	G73645	οὐρανὸν
64673	G74068	πορευομένου
64674	G70838	αὐτοῦ
64675	G72518	καὶ
64676	G72384	ἰδοὺ
64677	G70439	ἄνδρες
64678	G71417	δύο
64679	G73807	παρειστήκεισαν
64680	G70838	αὐτοῖς
64681	G71713	ἐν
64682	G72058	ἐσθήσεσι
64683	G73008	λευκαῖς
64684	G73613	οἳ
64685	G72518	καὶ
64686	G72989	εἶπαν
64687	G70439	Ἄνδρες
64688	G71053	Γαλιλαῖοι
64689	G74958	τί
64690	G72458	ἑστήκατε
64691	G70986	βλέποντες
64692	G71511	εἰς
64693	G73459	τὸν
64694	G73645	οὐρανόν
64695	G73651	οὗτος
64696	G73459	ὁ
64697	G72409	Ἰησοῦς
64698	G73459	ὁ
64699	G70356	ἀναλημφθεὶς
64700	G70571	ἀφ’
64701	G74631	ὑμῶν
64702	G71511	εἰς
64703	G73459	τὸν
64704	G73645	οὐρανὸν
64705	G73652	οὕτως
64706	G72056	ἐλεύσεται
64707	G73613	ὃν
64708	G75009	τρόπον
64709	G72285	ἐθεάσασθε
64710	G70838	αὐτὸν
64711	G74068	πορευόμενον
64712	G71511	εἰς
64713	G73459	τὸν
64714	G73645	οὐρανόν
64715	G74976	Τότε
64716	G75137	ὑπέστρεψαν
64717	G71511	εἰς
64718	G72404	Ἰερουσαλὴμ
64719	G70571	ἀπὸ
64720	G73609	ὄρους
64721	G73459	τοῦ
64722	G72549	καλουμένου
64723	G71631	Ἐλαιῶνος
64724	G73613	ὅ
64725	G71503	ἐστιν
64726	G71452	ἐγγὺς
64727	G72404	Ἰερουσαλὴμ
64728	G74385	σαββάτου
64729	G72182	ἔχον
64730	G73469	ὁδόν
64731	G72518	καὶ
64732	G73626	ὅτε
64733	G71517	εἰσῆλθον
64734	G71511	εἰς
64735	G73459	τὸ
64736	G75099	ὑπερῷον
64737	G70309	ἀνέβησαν
64738	G73630	οὗ
64739	G71503	ἦσαν
64740	G72635	καταμένοντες
64741	G73459	ὅ
64742	G74894	τε
64743	G73946	Πέτρος
64744	G72518	καὶ
64745	G72473	Ἰωάννης
64746	G72518	καὶ
64747	G72370	Ἰάκωβος
64748	G72518	καὶ
64749	G70409	Ἀνδρέας
64750	G75222	Φίλιππος
64751	G72518	καὶ
64752	G72366	Θωμᾶς
64753	G70914	Βαρθολομαῖος
64754	G72518	καὶ
64755	G73088	Μαθθαῖος
64756	G72370	Ἰάκωβος
64757	G70258	Ἁλφαίου
64758	G72518	καὶ
64759	G74474	Σίμων
64760	G73459	ὁ
64761	G72198	ζηλωτὴς
64762	G72518	καὶ
64763	G72438	Ἰούδας
64764	G72370	Ἰακώβου
64765	G73651	οὗτοι
64766	G73827	πάντες
64767	G71503	ἦσαν
64768	G74209	προσκαρτεροῦντες
64769	G73536	ὁμοθυμαδὸν
64770	G73459	τῇ
64771	G74202	προσευχῇ
64772	G74723	σὺν
64773	G71132	γυναιξὶν
64774	G72518	καὶ
64775	G73125	Μαριὰμ
64776	G73459	τῇ
64777	G73263	μητρὶ
64778	G73459	τοῦ
64779	G72409	Ἰησοῦ
64780	G72518	καὶ
64781	G74723	σὺν
64782	G73459	τοῖς
64783	G70081	ἀδελφοῖς
64784	G70838	αὐτοῦ
64785	G72518	Καὶ
64786	G71713	ἐν
64787	G73459	ταῖς
64788	G72238	ἡμέραις
64789	G73651	ταύταις
64790	G70452	ἀναστὰς
64791	G73946	Πέτρος
64792	G71713	ἐν
64793	G73201	μέσῳ
64794	G73459	τῶν
64795	G70081	ἀδελφῶν
64796	G72989	εἶπεν
64797	G71503	ἦν
64798	G74894	τε
64799	G73666	ὄχλος
64800	G73561	ὀνομάτων
64801	G71902	ἐπὶ
64802	G73459	τὸ
64803	G70838	αὐτὸ
64804	G75452	ὡς
64805	G71530	ἑκατὸν
64806	G71498	εἴκοσι
64807	G70439	Ἄνδρες
64808	G70081	ἀδελφοί
64809	G71207	ἔδει
64810	G74007	πληρωθῆναι
64811	G73459	τὴν
64812	G71121	γραφὴν
64813	G73613	ἣν
64814	G74169	προεῖπε
64815	G73459	τὸ
64816	G74021	πνεῦμα
64817	G73459	τὸ
64818	G70041	ἅγιον
64819	G71219	διὰ
64820	G74612	στόματος
64821	G71157	Δαυὶδ
64822	G73883	περὶ
64823	G72438	Ἰούδα
64824	G73459	τοῦ
64825	G71093	γενομένου
64826	G73466	ὁδηγοῦ
64827	G73459	τοῖς
64828	G74675	συλλαβοῦσιν
64829	G72409	Ἰησοῦν
64830	G73627	ὅτι
64831	G72656	κατηριθμημένος
64832	G71503	ἦν
64833	G71713	ἐν
64834	G71476	ἡμῖν
64835	G72518	καὶ
64836	G72962	ἔλαχεν
64837	G73459	τὸν
64838	G72803	κλῆρον
64839	G73459	τῆς
64840	G71245	διακονίας
64841	G73651	ταύτης
64842	G73651	Οὗτος
64843	G73183	μὲν
64844	G73640	οὖν
64845	G72918	ἐκτήσατο
64846	G75406	χωρίον
64847	G71527	ἐκ
64848	G73284	μισθοῦ
64849	G73459	τῆς
64850	G70093	ἀδικίας
64851	G72518	καὶ
64852	G74117	πρηνὴς
64853	G71093	γενόμενος
64854	G72966	ἐλάκησεν
64855	G73201	μέσος
64856	G72518	καὶ
64857	G71625	ἐξεχύθη
64858	G73827	πάντα
64859	G73459	τὰ
64860	G74559	σπλάγχνα
64861	G70838	αὐτοῦ
64862	G72518	καὶ
64863	G71107	γνωστὸν
64864	G71093	ἐγένετο
64865	G73827	πᾶσι
64866	G73459	τοῖς
64867	G72712	κατοικοῦσιν
64868	G72404	Ἰερουσαλήμ
64869	G75459	ὥστε
64870	G72549	κληθῆναι
64871	G73459	τὸ
64872	G75406	χωρίον
64873	G71555	ἐκεῖνο
64874	G73459	τῇ
64875	G72382	ἰδίᾳ
64876	G71255	διαλέκτῳ
64877	G70838	αὐτῶν
64878	G70183	Ἁκελδαμάχ
64879	G73651	τοῦτ’
64880	G71503	ἔστιν
64881	G75406	Χωρίον
64882	G70131	Αἵματος
64883	G71122	γέγραπται
64884	G71060	γὰρ
64885	G71713	ἐν
64886	G70971	βίβλῳ
64887	G75410	ψαλμῶν
64888	G71093	Γενηθήτω
64889	G73459	ἡ
64890	G71880	ἔπαυλις
64891	G70838	αὐτοῦ
64892	G72040	ἔρημος
64893	G72518	καὶ
64894	G73244	μὴ
64895	G71503	ἔστω
64896	G73459	ὁ
64897	G72712	κατοικῶν
64898	G71713	ἐν
64899	G70838	αὐτῇ
64900	G72518	καί
64901	G73459	Τὴν
64902	G71977	ἐπισκοπὴν
64903	G70838	αὐτοῦ
64904	G72970	λαβέτω
64905	G72074	ἕτερος
64906	G71207	δεῖ
64907	G73640	οὖν
64908	G73459	τῶν
64909	G74764	συνελθόντων
64910	G71476	ἡμῖν
64911	G70439	ἀνδρῶν
64912	G71713	ἐν
64913	G73827	παντὶ
64914	G75391	χρόνῳ
64915	G73613	ᾧ
64916	G71517	εἰσῆλθεν
64917	G72518	καὶ
64918	G71823	ἐξῆλθεν
64919	G71902	ἐφ’
64920	G71476	ἡμᾶς
64921	G73459	ὁ
64922	G72949	κύριος
64923	G72409	Ἰησοῦς
64924	G70749	ἀρξάμενος
64925	G70571	ἀπὸ
64926	G73459	τοῦ
64927	G70904	βαπτίσματος
64928	G72473	Ἰωάννου
64929	G72183	ἕως
64930	G73459	τῆς
64931	G72238	ἡμέρας
64932	G73613	ἧς
64933	G70356	ἀνελήμφθη
64934	G70571	ἀφ’
64935	G71476	ἡμῶν
64936	G73132	μάρτυρα
64937	G73459	τῆς
64938	G70389	ἀναστάσεως
64939	G70838	αὐτοῦ
64940	G74723	σὺν
64941	G71476	ἡμῖν
64942	G71093	γενέσθαι
64943	G71512	ἕνα
64944	G73651	τούτων
64945	G72518	καὶ
64946	G72458	ἔστησαν
64947	G71417	δύο
64948	G72485	Ἰωσὴφ
64949	G73459	τὸν
64950	G72549	καλούμενον
64951	G70919	Βαρσαββᾶν
64952	G73613	ὃς
64953	G71933	ἐπεκλήθη
64954	G72442	Ἰοῦστος
64955	G72518	καὶ
64956	G73090	Μαθθίαν
64957	G72518	καὶ
64958	G74203	προσευξάμενοι
64959	G72989	εἶπαν
64960	G74631	Σὺ
64961	G72949	κύριε
64962	G72572	καρδιογνῶστα
64963	G73827	πάντων
64964	G70327	ἀνάδειξον
64965	G73613	ὃν
64966	G71577	ἐξελέξω
64967	G71527	ἐκ
64968	G73651	τούτων
64969	G73459	τῶν
64970	G71417	δύο
64971	G71512	ἕνα
64972	G72970	λαβεῖν
64973	G73459	τὸν
64974	G74974	τόπον
64975	G73459	τῆς
64976	G71245	διακονίας
64977	G73651	ταύτης
64978	G72518	καὶ
64979	G70644	ἀποστολῆς
64980	G70571	ἀφ’
64981	G73613	ἧς
64982	G73716	παρέβη
64983	G72438	Ἰούδας
64984	G74068	πορευθῆναι
64985	G71511	εἰς
64986	G73459	τὸν
64987	G74974	τόπον
64988	G73459	τὸν
64989	G72382	ἴδιον
64990	G72518	καὶ
64991	G71322	ἔδωκαν
64992	G72803	κλήρους
64993	G70838	αὐτοῖς
64994	G72518	καὶ
64995	G73971	ἔπεσεν
64996	G73459	ὁ
64997	G72803	κλῆρος
64998	G71902	ἐπὶ
64999	G73090	Μαθθίαν
65000	G72518	καὶ
65001	G74646	συγκατεψηφίσθη
65002	G73208	μετὰ
65003	G73459	τῶν
65004	G71725	ἕνδεκα
65005	G70645	ἀποστόλων
65006	G72518	Καὶ
65007	G71713	ἐν
65008	G73459	τῷ
65009	G74705	συμπληροῦσθαι
65010	G73459	τὴν
65011	G72238	ἡμέραν
65012	G73459	τῆς
65013	G73876	πεντηκοστῆς
65014	G71503	ἦσαν
65015	G73827	πάντες
65016	G73549	ὁμοῦ
65017	G71902	ἐπὶ
65018	G73459	τὸ
65019	G70838	αὐτό
65020	G72518	καὶ
65021	G71093	ἐγένετο
65022	G70862	ἄφνω
65023	G71527	ἐκ
65024	G73459	τοῦ
65025	G73645	οὐρανοῦ
65026	G72262	ἦχος
65027	G75457	ὥσπερ
65028	G75188	φερομένης
65029	G74027	πνοῆς
65030	G70967	βιαίας
65031	G72518	καὶ
65032	G74007	ἐπλήρωσεν
65033	G73524	ὅλον
65034	G73459	τὸν
65035	G73496	οἶκον
65036	G73630	οὗ
65037	G71503	ἦσαν
65038	G72506	καθήμενοι
65039	G72518	καὶ
65040	G73583	ὤφθησαν
65041	G70838	αὐτοῖς
65042	G71263	διαμεριζόμεναι
65043	G71097	γλῶσσαι
65044	G75455	ὡσεὶ
65045	G74309	πυρός
65046	G72518	καὶ
65047	G72508	ἐκάθισεν
65048	G71902	ἐφ’
65049	G71512	ἕνα
65050	G71528	ἕκαστον
65051	G70838	αὐτῶν
65052	G72518	καὶ
65053	G73964	ἐπλήσθησαν
65054	G73827	πάντες
65055	G74021	πνεύματος
65056	G70041	ἁγίου
65057	G72518	καὶ
65058	G70749	ἤρξαντο
65059	G72968	λαλεῖν
65060	G72074	ἑτέραις
65061	G71097	γλώσσαις
65062	G72516	καθὼς
65063	G73459	τὸ
65064	G74021	πνεῦμα
65065	G71322	ἐδίδου
65066	G70662	ἀποφθέγγεσθαι
65067	G70838	αὐτοῖς
65068	G71503	Ἦσαν
65069	G71158	δὲ
65070	G71713	ἐν
65071	G72404	Ἰερουσαλὴμ
65072	G72712	κατοικοῦντες
65073	G72436	Ἰουδαῖοι
65074	G70439	ἄνδρες
65075	G72115	εὐλαβεῖς
65076	G70571	ἀπὸ
65077	G73827	παντὸς
65078	G71487	ἔθνους
65079	G73459	τῶν
65080	G75105	ὑπὸ
65081	G73459	τὸν
65082	G73645	οὐρανόν
65083	G71093	γενομένης
65084	G71158	δὲ
65085	G73459	τῆς
65086	G75300	φωνῆς
65087	G73651	ταύτης
65088	G74764	συνῆλθε
65089	G73459	τὸ
65090	G73999	πλῆθος
65091	G72518	καὶ
65092	G74658	συνεχύθη
65093	G73627	ὅτι
65094	G70190	ἤκουον
65095	G71512	εἷς
65096	G71528	ἕκαστος
65097	G73459	τῇ
65098	G72382	ἰδίᾳ
65099	G71255	διαλέκτῳ
65100	G72968	λαλούντων
65101	G70838	αὐτῶν
65102	G71831	ἐξίσταντο
65103	G71158	δὲ
65104	G72518	καὶ
65105	G72281	ἐθαύμαζον
65106	G72989	λέγοντες
65107	G73628	Οὐχ
65108	G72384	ἰδοὺ
65109	G73827	πάντες
65110	G73651	οὗτοί
65111	G71503	εἰσιν
65112	G73459	οἱ
65113	G72968	λαλοῦντες
65114	G71053	Γαλιλαῖοι
65115	G72518	καὶ
65116	G74326	πῶς
65117	G71476	ἡμεῖς
65118	G70190	ἀκούομεν
65119	G71528	ἕκαστος
65120	G73459	τῇ
65121	G72382	ἰδίᾳ
65122	G71255	διαλέκτῳ
65123	G71476	ἡμῶν
65124	G71713	ἐν
65125	G73613	ᾗ
65126	G71078	ἐγεννήθημεν
65127	G73805	Πάρθοι
65128	G72518	καὶ
65129	G73251	Μῆδοι
65130	G72518	καὶ
65131	G71632	Ἐλαμῖται
65132	G72518	καὶ
65133	G73459	οἱ
65134	G72712	κατοικοῦντες
65135	G73459	τὴν
65136	G73200	Μεσοποταμίαν
65137	G72432	Ἰουδαίαν
65138	G74894	τε
65139	G72518	καὶ
65140	G72570	Καππαδοκίαν
65141	G74065	Πόντον
65142	G72518	καὶ
65143	G73459	τὴν
65144	G70765	Ἀσίαν
65145	G75279	Φρυγίαν
65146	G74894	τε
65147	G72518	καὶ
65148	G73699	Παμφυλίαν
65149	G70127	Αἴγυπτον
65150	G72518	καὶ
65151	G73459	τὰ
65152	G73195	μέρη
65153	G73459	τῆς
65154	G73019	Λιβύης
65155	G73459	τῆς
65156	G72579	κατὰ
65157	G72944	Κυρήνην
65158	G72518	καὶ
65159	G73459	οἱ
65160	G71919	ἐπιδημοῦντες
65161	G74378	Ῥωμαῖοι
65162	G72436	Ἰουδαῖοί
65163	G74894	τε
65164	G72518	καὶ
65165	G74206	προσήλυτοι
65166	G72897	Κρῆτες
65167	G72518	καὶ
65168	G70683	Ἄραβες
65169	G70190	ἀκούομεν
65170	G72968	λαλούντων
65171	G70838	αὐτῶν
65172	G73459	ταῖς
65173	G72239	ἡμετέραις
65174	G71097	γλώσσαις
65175	G73459	τὰ
65176	G73150	μεγαλεῖα
65177	G73459	τοῦ
65178	G72301	θεοῦ
65179	G71831	ἐξίσταντο
65180	G71158	δὲ
65181	G73827	πάντες
65182	G72518	καὶ
65183	G71277	διηπόρουν
65184	G70245	ἄλλος
65185	G74182	πρὸς
65186	G70245	ἄλλον
65187	G72989	λέγοντες
65188	G74958	Τί
65189	G72294	θέλει
65190	G73651	τοῦτο
65191	G71503	εἶναι
65192	G72074	ἕτεροι
65193	G71158	δὲ
65194	G71312	διαχλευάζοντες
65195	G72989	ἔλεγον
65196	G73627	ὅτι
65197	G71095	Γλεύκους
65198	G73207	μεμεστωμένοι
65199	G71503	εἰσίν
65200	G72458	Σταθεὶς
65201	G71158	δὲ
65202	G73459	ὁ
65203	G73946	Πέτρος
65204	G74723	σὺν
65205	G73459	τοῖς
65206	G71725	ἕνδεκα
65207	G71862	ἐπῆρεν
65208	G73459	τὴν
65209	G75300	φωνὴν
65210	G70838	αὐτοῦ
65211	G72518	καὶ
65212	G70662	ἀπεφθέγξατο
65213	G70838	αὐτοῖς
65214	G70439	Ἄνδρες
65215	G72436	Ἰουδαῖοι
65216	G72518	καὶ
65217	G73459	οἱ
65218	G72712	κατοικοῦντες
65219	G72404	Ἰερουσαλὴμ
65220	G73827	πάντες
65221	G73651	τοῦτο
65222	G74631	ὑμῖν
65223	G71107	γνωστὸν
65224	G71503	ἔστω
65225	G72518	καὶ
65226	G71794	ἐνωτίσασθε
65227	G73459	τὰ
65228	G74353	ῥήματά
65229	G71476	μου
65230	G73628	οὐ
65231	G71060	γὰρ
65232	G75452	ὡς
65233	G74631	ὑμεῖς
65234	G75120	ὑπολαμβάνετε
65235	G73651	οὗτοι
65236	G73166	μεθύουσιν
65237	G71503	ἔστιν
65238	G71060	γὰρ
65239	G75449	ὥρα
65240	G75005	τρίτη
65241	G73459	τῆς
65242	G72238	ἡμέρας
65243	G70236	ἀλλὰ
65244	G73651	τοῦτό
65245	G71503	ἐστιν
65246	G73459	τὸ
65247	G72989	εἰρημένον
65248	G71219	διὰ
65249	G73459	τοῦ
65250	G74262	προφήτου
65251	G72478	Ἰωήλ
65252	G72518	Καὶ
65253	G71503	ἔσται
65254	G71713	ἐν
65255	G73459	ταῖς
65256	G72065	ἐσχάταις
65257	G72238	ἡμέραις
65258	G72989	λέγει
65259	G73459	ὁ
65260	G72301	θεός
65261	G71625	ἐκχεῶ
65262	G70571	ἀπὸ
65263	G73459	τοῦ
65264	G74021	πνεύματός
65265	G71476	μου
65266	G71902	ἐπὶ
65267	G73827	πᾶσαν
65268	G74424	σάρκα
65269	G72518	καὶ
65270	G74261	προφητεύσουσιν
65271	G73459	οἱ
65272	G75057	υἱοὶ
65273	G74631	ὑμῶν
65274	G72518	καὶ
65275	G73459	αἱ
65276	G72349	θυγατέρες
65277	G74631	ὑμῶν
65278	G72518	καὶ
65279	G73459	οἱ
65280	G73371	νεανίσκοι
65281	G74631	ὑμῶν
65282	G73581	ὁράσεις
65283	G73583	ὄψονται
65284	G72518	καὶ
65285	G73459	οἱ
65286	G74114	πρεσβύτεροι
65287	G74631	ὑμῶν
65288	G71791	ἐνυπνίοις
65289	G71790	ἐνυπνιασθήσονται
65290	G72518	καί
65291	G71062	γε
65292	G71902	ἐπὶ
65293	G73459	τοὺς
65294	G71401	δούλους
65295	G71476	μου
65296	G72518	καὶ
65297	G71902	ἐπὶ
65298	G73459	τὰς
65299	G71400	δούλας
65300	G71476	μου
65301	G71713	ἐν
65302	G73459	ταῖς
65303	G72238	ἡμέραις
65304	G71555	ἐκείναις
65305	G71625	ἐκχεῶ
65306	G70571	ἀπὸ
65307	G73459	τοῦ
65308	G74021	πνεύματός
65309	G71476	μου
65310	G72518	καὶ
65311	G74261	προφητεύσουσιν
65312	G72518	καὶ
65313	G71322	δώσω
65314	G74916	τέρατα
65315	G71713	ἐν
65316	G73459	τῷ
65317	G73645	οὐρανῷ
65318	G70508	ἄνω
65319	G72518	καὶ
65320	G74453	σημεῖα
65321	G71902	ἐπὶ
65322	G73459	τῆς
65323	G71090	γῆς
65324	G72718	κάτω
65325	G70131	αἷμα
65326	G72518	καὶ
65327	G74309	πῦρ
65328	G72518	καὶ
65329	G70813	ἀτμίδα
65330	G72569	καπνοῦ
65331	G73459	ὁ
65332	G72236	ἥλιος
65333	G73226	μεταστραφήσεται
65334	G71511	εἰς
65335	G74519	σκότος
65336	G72518	καὶ
65337	G73459	ἡ
65338	G74442	σελήνη
65339	G71511	εἰς
65340	G70131	αἷμα
65341	G74119	πρὶν
65342	G72219	ἢ
65343	G72056	ἐλθεῖν
65344	G72238	ἡμέραν
65345	G72949	κυρίου
65346	G73459	τὴν
65347	G73156	μεγάλην
65348	G72518	καὶ
65349	G72010	ἐπιφανῆ
65350	G72518	καὶ
65351	G71503	ἔσται
65352	G73827	πᾶς
65353	G73613	ὃς
65354	G71438	ἐὰν
65355	G71933	ἐπικαλέσηται
65356	G73459	τὸ
65357	G73561	ὄνομα
65358	G72949	κυρίου
65359	G74844	σωθήσεται
65360	G70439	Ἄνδρες
65361	G72456	Ἰσραηλῖται
65362	G70190	ἀκούσατε
65363	G73459	τοὺς
65364	G73043	λόγους
65365	G73651	τούτους
65366	G72409	Ἰησοῦν
65367	G73459	τὸν
65368	G73354	Ναζωραῖον
65369	G70439	ἄνδρα
65370	G70580	ἀποδεδειγμένον
65371	G70571	ἀπὸ
65372	G73459	τοῦ
65373	G72301	θεοῦ
65374	G71511	εἰς
65375	G74631	ὑμᾶς
65376	G71411	δυνάμεσι
65377	G72518	καὶ
65378	G74916	τέρασι
65379	G72518	καὶ
65380	G74453	σημείοις
65381	G73613	οἷς
65382	G74030	ἐποίησεν
65383	G71219	δι’
65384	G70838	αὐτοῦ
65385	G73459	ὁ
65386	G72301	θεὸς
65387	G71713	ἐν
65388	G73201	μέσῳ
65389	G74631	ὑμῶν
65390	G72516	καθὼς
65391	G70838	αὐτοὶ
65392	G73479	οἴδατε
65393	G73651	τοῦτον
65394	G73459	τῇ
65395	G73598	ὡρισμένῃ
65396	G71007	βουλῇ
65397	G72518	καὶ
65398	G74137	προγνώσει
65399	G73459	τοῦ
65400	G72301	θεοῦ
65401	G71550	ἔκδοτον
65402	G71219	διὰ
65403	G75339	χειρὸς
65404	G70461	ἀνόμων
65405	G74230	προσπήξαντες
65406	G70341	ἀνείλατε
65407	G73613	ὃν
65408	G73459	ὁ
65409	G72301	θεὸς
65410	G70452	ἀνέστησεν
65411	G73074	λύσας
65412	G73459	τὰς
65413	G75444	ὠδῖνας
65414	G73459	τοῦ
65415	G72273	θανάτου
65416	G72515	καθότι
65417	G73628	οὐκ
65418	G71503	ἦν
65419	G71415	δυνατὸν
65420	G72888	κρατεῖσθαι
65421	G70838	αὐτὸν
65422	G75105	ὑπ’
65423	G70838	αὐτοῦ
65424	G71157	Δαυὶδ
65425	G71060	γὰρ
65426	G72989	λέγει
65427	G71511	εἰς
65428	G70838	αὐτόν
65429	G74175	Προορώμην
65430	G73459	τὸν
65431	G72949	κύριον
65432	G71792	ἐνώπιόν
65433	G71476	μου
65434	G71219	διὰ
65435	G73827	παντός
65436	G73627	ὅτι
65437	G71527	ἐκ
65438	G71185	δεξιῶν
65439	G71476	μού
65440	G71503	ἐστιν
65441	G72427	ἵνα
65442	G73244	μὴ
65443	G74395	σαλευθῶ
65444	G71219	διὰ
65445	G73651	τοῦτο
65446	G72154	ηὐφράνθη
65447	G73459	ἡ
65448	G72571	καρδία
65449	G71476	μου
65450	G72518	καὶ
65451	G70021	ἠγαλλιάσατο
65452	G73459	ἡ
65453	G71097	γλῶσσά
65454	G71476	μου
65455	G72076	ἔτι
65456	G71158	δὲ
65457	G72518	καὶ
65458	G73459	ἡ
65459	G74424	σάρξ
65460	G71476	μου
65461	G72663	κατασκηνώσει
65462	G71902	ἐπ’
65463	G71673	ἐλπίδι
65464	G73627	ὅτι
65465	G73628	οὐκ
65466	G71461	ἐγκαταλείψεις
65467	G73459	τὴν
65468	G75432	ψυχήν
65469	G71476	μου
65470	G71511	εἰς
65471	G70087	ᾅδην
65472	G73634	οὐδὲ
65473	G71322	δώσεις
65474	G73459	τὸν
65475	G73615	ὅσιόν
65476	G74631	σου
65477	G73583	ἰδεῖν
65478	G71308	διαφθοράν
65479	G71104	ἐγνώρισάς
65480	G71476	μοι
65481	G73469	ὁδοὺς
65482	G72213	ζωῆς
65483	G74007	πληρώσεις
65484	G71476	με
65485	G72156	εὐφροσύνης
65486	G73208	μετὰ
65487	G73459	τοῦ
65488	G74251	προσώπου
65489	G74631	σου
65490	G70439	Ἄνδρες
65491	G70081	ἀδελφοί
65492	G71824	ἐξὸν
65493	G72989	εἰπεῖν
65494	G73208	μετὰ
65495	G73825	παρρησίας
65496	G74182	πρὸς
65497	G74631	ὑμᾶς
65498	G73883	περὶ
65499	G73459	τοῦ
65500	G73836	πατριάρχου
