G1	alpha
G3246	waves
G3247	cymbal
G3248	cummin
G3249	(little or domesticated) dog
G3250	from Cyprus
G3251	Cyprus
G3252	to stoop down
G3254	from Cyrene
G3255	Cyrene
G3256	Quirinius
G3257	lady (female <i>lord</i>)
G3258	pertaining to the Lord
G3259	to lord over
G3261	lord
G3262	authority
G3263	to reaffirm
G3264	dog
G3265	dead body
G3266	to hinder
G3268	village
G3269	orgy
G3270	gnat
G3271	Cos
G3272	Cosam
G3273	unable to talk or speak
G3275	to choose by lot
G3276	Lazarus
G3277	secretly
G3278	storm
G3279	to burst open
G3280	to kick
G3281	to speak
G3282	speech
G3283	lama (Hebrew: why?)
G3284	to take
G3285	Lamech
G3286	lamp
G3287	bright
G3288	brightness
G3290	to give light
G3291	to keep secret
G3292	cut in rock
G3293	Laodicea
G3294	Laodicean
G3295	people
G3296	throat
G3297	Lasea
G3298	Lasea
G3299	to burst open
G3300	to cut
G3301	worship
G3302	to serve
G3303	plant
G3304	Lebbaeus
G3305	legion
G3306	say
G3307	remnant
G3308	smooth
G3309	to lack
G3310	to perform religious duties
G3311	religious service
G3312	ministering
G3313	servant
G3314	to lick
G3315	Lectra
G3316	lama (Aramaic: why?)
G3317	towel
G3318	scale
G3319	leprosy
G3320	leprous
G3321	very small copper coin
G3322	Levi
G3323	Levi
G3324	Levite
G3325	Levitical
G3326	to bleach
G3327	white linen
G3328	white
G3329	lion
G3330	forgetfulness
G3331	receiving
G3332	winepress
G3333	nonsense
G3334	robber
G3335	receiving
G3336	very much
G3337	frankincense
G3338	censer (bowl for burning incense)
G3339	Freedman
G3340	Libya
G3341	Libyan
G3342	to stone
G3343	made of stone
G3344	to throw stones
G3345	stone
G3346	(n.) stone pavement
G3347	to crush
G3348	harbor
G3349	lake
G3350	hunger
G3351	linen (garment)
G3352	Linus
G3353	costly
G3354	(Roman) pound (about 12 oz. or 327 gr.)
G3355	southwest
G3356	collection
G3357	to credit
G3358	spiritual
G3359	(pl.) words
G3360	learned
G3361	thought
G3362	to quarrel about words
G3363	quarrel about words
G3364	word
G3365	spear
G3366	to insult
G3367	insult
G3368	slanderer
G3369	pestilence
G3370	remaining
G3371	Luke
G3372	Lucius
G3373	washing
G3374	to wash
G3375	Lydda
G3376	Lydia
G3377	Lycaonia
G3378	in (the) Lycaonian (language)
G3379	Lycia
G3380	wolf
G3381	to destroy
G3382	(act.) to cause sorrow
G3383	sorrow
G3384	Lysanias
G3385	Lysias
G3386	divorce
G3387	to be advantageous
G3388	Lystra
G3389	ransom
G3390	to redeem
G3391	redemption
G3392	deliverer
G3393	lampstand (not a candlestick)
G3394	lamp
G3395	to loose
G3396	Lois
G3397	Lot
G3399	Maath
G3400	Magadan
G3401	Magdala
G3402	Magdalene
G3403	Megiddo
G3404	magic
G3405	to practice sorcery
G3407	sorcerer
G3408	Magog
G3409	Midian
G3410	breast
G3411	(act./tr.) to teach
G3412	disciple
G3413	(female) disciple
G3414	Matthew
G3415	Matthat
G3416	Matthias
G3417	Methuselah
G3418	Mainan
G3419	to rave
G3420	to call blessed
G3421	blessed (receiving God's favor)
G3422	blessedness
G3423	Macedonia
G3424	Macedonian
G3425	meat market
G3426	far away
G3427	from a distance
G3428	to have patience
G3429	patience
G3430	patiently
G3431	lengthy
G3432	pertaining to having a long life
G3433	sickness
G3434	fine
G3435	Mahalalel
G3436	especially
G3437	more
G3438	Malchus
G3439	grandmother
G3440	wealth
G3441	Manaen
G3442	Manasseh
G3443	to learn
G3444	insanity
G3445	manna
G3446	to fortune-tell
G3447	(pass.) to fade away
G3448	maranatha (Aramaic: <i>Come
G3449	pearl
G3450	Martha
G3451	Mary
G3452	Mary
G3453	Mark
G3454	marble
G3455	to testify
G3456	testimony
G3457	testimony
G3458	to testify
G3459	witness
G3460	to gnaw
G3461	breast
G3463	to flog
G3464	to flog
G3465	flogging device
G3466	breast
G3467	meaningless talk
G3468	(n.) idle talker
G3469	worthless
G3470	emptiness
G3471	(pass.) to become futile
G3472	in vain
G3473	Matthew
G3474	Matthan
G3475	Mathat
G3476	Matthias
G3477	Mattatha
G3478	Mattathias
G3479	(short) sword
G3480	quarrel
G3481	to fight
G3482	to become proud
G3483	(pl. n.) wonders
G3484	majesty
G3485	majestic
G3486	to glorify
G3487	greatly
G3488	majesty
G3489	great
G3490	greatness
G3491	great man
G3492	very great
G3493	to translate
G3494	drunkenness
G3496	to move
G3497	scheming
G3498	boundary
G3499	(pass.) to be or become drunk
G3500	drunkard
G3501	to get drunk
G3502	to mix
G3504	greater
G3505	greater
G3506	the color black
G3507	Melea
G3508	(imper.) it is a care
G3509	to plot
G3510	honey
G3513	pertaining to the bee
G3514	Malta
G3516	to be about to
G3517	part
G3518	Melki
G3519	Melchizedek
G3521	parchment
G3522	to find fault with
G3523	fault-finding
G3524	a reason for complaint
G3525	often untranslated
G3527	Menna
G3528	rather
G3529	rather
G3530	but
G3531	to stay
G3532	to give
G3533	worry
G3534	to worry
G3535	district
G3536	dividing
G3537	arbiter
G3538	part
G3539	to be in the middle
G3540	(of time) noon
G3541	to confirm
G3542	mediator
G3543	midnight
G3544	Mesopotamia
G3545	middle
G3546	dividing wall
G3547	midair
G3548	to be halfway through
G3549	Messiah
G3550	full
G3551	(pass.) to be filled
G3552	(gen.) with
G3553	to go on
G3554	(mid.) to change one's mind
G3555	to turn
G3556	to impart
G3557	removal
G3558	to move on
G3559	(mid.) to send for
G3560	(pass.) to be moved
G3561	to share in
G3562	receiving
G3563	to exchange
G3564	(mid.) to regret
G3565	(pass.) to be transformed
G3566	to repent
G3567	change of mind
G3568	(spacial) between
G3569	to summon
G3570	to pervert
G3571	(act.) to transform
G3572	to change (from one place or position to another)
G3573	(pass.) to be changed
G3574	to transplant
G3575	afterward
G3576	to share in
G3577	to worry about
G3578	exile
G3579	to send to another place
G3580	something in common
G3581	sharing in
G3582	to measure
G3583	measure (about nine or ten gallons)
G3584	to deal gently
G3585	not greatly
G3586	measure
G3587	forehead
G3588	until
G3589	until
G3590	no
G3591	not
G3592	surely not
G3593	nor
G3594	no one
G3595	never
G3596	not yet
G3597	Mede
G3600	no longer
G3601	length
G3602	(pass.) to grow (long)
G3603	sheepskin
G3606	to inform
G3607	never
G3608	lest
G3609	not yet
G3610	so that...somehow
G3612	and not
G3613	mother
G3614	often not translated
G3615	how much more
G3616	womb
G3617	one who kills a mother
G3618	one who kills a mother
G3619	capital city
G3620	to pollute
G3621	corruption
G3622	corruption
G3623	mixture
G3624	to mix
G3625	little
G3626	Miletus
G3627	(Roman) mile (about 4
G3628	to imitate
G3629	imitator
G3630	to remember
G3631	to hate
G3632	reward
G3633	rewarder
G3634	hired worker
G3635	wage
G3636	to hire
G3637	rented house
G3638	hired worker
G3639	Mitylene
G3640	Michael
G3641	mina (100 drachmas or denarii
G3642	be engaged
G3643	Mnason
G3644	remembrance
G3645	(burial) tomb
G3646	tomb
G3647	remembrance
G3648	to remember
G3649	memory
G3650	(pass.) to be pledged to marriage
G3651	pertaining to speaking in a hoarse or weak voice
G3652	hardly able to talk
G3653	scarcely ever
G3654	large bowl (holds about eight dry quarts)
G3655	adulteress
G3656	to commit adultery
G3657	(the state or condition of) adultery
G3658	(act.) to commit adultery
G3659	adulterer
G3660	with difficulty
G3661	Molech
G3662	to defile
G3663	contamination
G3664	grievance
G3665	room
G3666	one and only
G3667	only
G3668	only
G3669	one-eyed
G3670	(pass.) to be left alone
G3671	form
G3672	(pass.) to be formed
G3673	embodiment
G3674	to make an idol in the shape of a calf
G3675	calf
G3676	(n.) musician
G3677	toil
G3678	marrow
G3679	(pass.) to learn a secret
G3680	myth
G3681	to roar
G3682	(pass.) to be mocked
G3683	pertaining to a grinding mill
G3684	pertaining to a grinding mill
G3685	hand mill or millstone for grinding
G3686	millhouse
G3687	pertaining to the millhouse
G3688	Myra
G3689	myriad
G3690	to pour perfume
G3691	ten thousand
G3692	pertaining to the number ten thousand
G3693	perfume
G3695	Mysia
G3696	mystery
G3697	to be nearsighted
G3698	wound
G3699	(mid.) to criticize
G3700	blemish
G3701	(act.) to make foolish
G3702	foolishness
G3703	foolish talk
G3704	foolish
G3705	Moses
G3706	Moses
G3707	Moses
G3709	Nahshon
G3710	Naggai
G3711	Nazareth
G3714	Nazareth
G3715	Nazareth
G3716	of Nazareth
G3717	Nazarene
G3718	Nathan
G3720	Nathanael
G3721	yes
G3722	Naaman
G3723	Nain
G3724	temple
G3725	Nahum
G3726	nard
G3727	Narcissus
G3728	to be shipwrecked
G3729	ship owner or captain
G3730	ship
G3731	sailor
G3732	Nahor
G3733	young man
G3734	young man
G3735	Neapolis
G3737	Naaman
G3738	dead (can be used physically or fig.
G3739	(act.) to put to death
G3740	death
G3741	New Moon Celebration
G3742	new
G3743	the young (of a bird)
G3744	youth
G3745	newly converted
G3746	Nero
G3747	Neues
G3748	to motion
G3749	cloud
G3750	Naphtali
G3751	cloud
G3752	mind
G3753	guardian of the temple
G3754	pertaining to youth
G3755	as surely as
G3756	to spin (yarn)
G3757	to be (like) a child
G3758	(n.) child
G3759	Nereus
G3760	Neri
G3761	small island
G3762	island
G3763	fasting
G3764	to fast
G3765	hungry
G3766	temperate (in the use of alcohol)
G3767	temperate (in the use of alcohol)
G3768	to be self-controlled
G3769	Niger
G3770	Nicanor
G3771	to overcome
G3772	victory
G3773	Nicodemus
G3774	Nicolaitan
G3775	Nicolas
G3776	Nicopolis
G3777	victory
G3778	Nineveh
G3779	Nineveh
G3780	Ninevite
G3781	basin for washing
G3782	to wash
G3783	to understand
G3784	thought
G3785	illegitimate
G3786	pasture
G3787	to think
G3788	pertaining to the law
G3789	properly
G3790	coin
G3791	teacher of the law
G3792	law
G3793	(pass.) to be given law
G3794	lawgiver
G3795	law
G3796	to be unhealthy
G3797	disease
G3798	disease
G3799	chick
G3800	young (of a bird)
G3801	young (of a bird)
G3802	(mid.) to hold back for oneself
G3803	south
G3804	warning
G3805	to warn
G3806	New Moon Celebration
G3807	wisely
G3808	mind
G3809	Nympha
G3811	bride
G3812	bridegroom
G3813	bridegroom
G3814	now
G3815	now
G3816	night
G3817	to pierce
G3818	to become drowsy
G3819	a night and a day
G3820	Noah
G3821	slow to learn
G3824	to comb (wool)
G3825	place to stay
G3826	to receive a guest
G3827	to show hospitality
G3828	strange
G3829	pitcher
G3830	to wither
G3831	dried up
G3832	made of wood
G3833	wood
G3834	to have one's hair shaved
G3836	(often not translated) the
G3837	eighty
G3838	eighth
G3839	hinderance
G3840	this (one)
G3841	to travel
G3842	to lead
G3843	guide
G3844	to be on a journey
G3845	journey
G3847	road
G3848	tooth
G3849	to grieve
G3850	anguish
G3851	deep sorrow
G3852	Uzziah
G3853	to give off a bad odor
G3854	from where
G3855	linen sheet
G3856	(pl.) strips of linen
G3857	to know
G3858	belonging to the household
G3859	servant in a household
G3860	house servant
G3861	to live
G3862	cell
G3863	dwelling
G3864	house
G3865	member of a household
G3866	to manage one's home
G3867	head or owner of the house
G3868	to build
G3869	building
G3870	edification
G3871	builder
G3872	to manage
G3873	management
G3874	manager
G3875	house
G3876	the (inhabited) world
G3877	busy at home
G3878	staying at home
G3879	to have compassion on
G3880	compassion
G3881	merciful
G3882	to have compassion on
G3883	to think
G3884	drunkard
G3885	wine
G3886	drunkenness
G3887	to suppose
G3888	what sort of
G3890	to delay
G3891	lazy
G3892	eighth day
G3893	eight
G3896	deadly
G3897	destruction
G3898	littleness of faith
G3899	of little faith
G3900	little
G3901	timid
G3902	to make light of
G3904	destroyer
G3905	to destroy
G3906	burnt offering
G3907	completeness
G3908	whole
G3909	to wail
G3910	all
G3911	through and through
G3912	Olympas
G3913	late fig
G3915	rainstorm (that may include thunder and lightning)
G3916	to love
G3917	to talk
G3918	company
G3919	crowd
G3920	mist
G3921	eye
G3922	to swear
G3923	to declare an oath
G3924	united
G3925	to be like
G3926	like
G3927	like
G3928	similarity
G3929	to make like
G3930	likeness
G3932	likeness
G3933	to confess
G3934	confession
G3935	beyond all question
G3936	together
G3937	of the same trade
G3938	together
G3939	living in harmony with
G3940	just as
G3941	dream
G3942	young donkey
G3943	to heap insults on
G3944	disgrace
G3945	disgrace
G3946	Onesimus
G3947	Onesiphorus
G3948	pertaining to a donkey
G3949	to have benefit or joy
G3950	name
G3951	to give a name
G3952	donkey (female or male)
G3953	really
G3954	wine vinegar
G3955	sharp
G3956	hole
G3957	from behind
G3958	behind
G3959	(mid.) to arm oneself with
G3960	instrument
G3961	what kind of
G3962	when
G3963	where
G3964	(mid.) to appear
G3965	(supernatural) vision
G3966	broiled
G3967	fruit
G3968	that
G3969	(supernatural) vision
G3970	appearance
G3971	pertaining to things visible
G3972	to see
G3973	wrath
G3974	(mid./pass.) to be angry
G3975	quick-tempered
G3976	fathom (about six feet)
G3977	(mid.) to set one's heart on
G3978	hilly
G3979	lust
G3980	to act in line with (the truth)
G3981	straight
G3982	to handle correctly
G3983	to get up early in the morning
G3984	early in the morning
G3985	early in the morning
G3986	dawn
G3988	to determine
G3990	region
G3991	to command
G3992	oath
G3993	oath
G3994	to rush (as in a stampede)
G3995	plot
G3996	sudden violence
G3997	bird
G3998	hen
G3999	exact place
G4001	hill
G4002	to dig up
G4003	(n.) an orphan
G4004	to dance
G4005	who
G4006	as often as
G4008	holy
G4009	holiness
G4011	fragrance
G4012	how great
G4013	whosoever
G4014	bone
G4015	who
G4016	bone
G4017	made of clay
G4018	sense of smell
G4019	waist
G4020	when
G4021	when
G4022	that
G4023	where
G4024	no
G4025	so!
G4026	woe!
G4027	by no means
G4028	and not
G4029	no one
G4030	never
G4031	not yet
G4032	no one
G4033	no longer
G4034	so
G4036	therefore
G4037	not yet
G4038	tail
G4039	heavenly
G4040	from heaven
G4041	sky
G4042	Urbanus
G4043	Uriah
G4044	ear
G4045	wealth
G4046	and not
G4047	this
G4049	not
G4050	debtor
G4051	debt
G4052	debt
G4053	to owe
G4054	How I wish! How I hope!
G4055	good
G4056	eye-service
G4057	eye
G4058	snake
G4059	eyebrow
G4060	drain
G4061	(pass.) to be tormented
G4062	to form a mob
G4063	crowd
G4064	Ahaziah
G4065	stronghold
G4066	(small) fish
G4067	in the evening
G4068	evening
G4069	late (in the season
G4070	late
G4071	face
G4072	pay
G4074	to trap
G4075	trap
G4076	hill
G4077	suffering
G4078	subject to suffering
G4079	lust
G4080	guardian
G4081	little boy
G4082	discipline
G4083	instructor
G4084	instruct
G4085	from childhood
G4086	child
G4087	female servant
G4088	from childhood
G4089	to indulge in revelry
G4090	boy
G4091	to strike
G4092	Pacatian
G4093	long ago
G4094	old
G4095	the old way
G4096	(act.) to make obsolete
G4097	struggle
G4098	renewal
G4099	again
G4101	with one voice
G4102	very great
G4103	Pamphylia
G4106	inn
G4107	innkeeper
G4108	joyful assembly
G4109	with one's whole family
G4110	full armor
G4111	cunning
G4112	crafty
G4114	everywhere
G4115	from every direction
G4116	everywhere
G4117	complete
G4118	in every way
G4119	from all directions
G4120	Almighty
G4121	always
G4122	surely
G4123	(gen.) from
G4124	to break
G4125	to come near (by ship)
G4126	transgression
G4127	lawbreaker
G4128	to urge strongly
G4129	to risk
G4130	parable
G4131	to be careless
G4132	order
G4133	to order
G4134	to come
G4135	to pass by
G4136	to subject to public disgrace
G4137	paradise
G4138	to accept
G4139	useless occupation
G4140	to hand over
G4141	remarkable
G4142	tradition
G4143	to make envious
G4144	by the lake
G4145	(pass.) to be overlooked
G4146	deposit
G4147	to warn
G4148	to request
G4149	to sit beside
G4150	to sit down beside
G4151	to ask
G4152	(pass.) to be hidden
G4153	deposit
G4154	to be present
G4155	encouragement
G4156	counselor
G4157	disobedience
G4158	to follow
G4159	to refuse to listen
G4160	to bend over
G4161	to take with
G4162	to sail past
G4163	(located) by the sea
G4164	change
G4165	to deceive
G4166	(n.) paralytic
G4168	(pass.) to be paralyzed
G4169	to continue
G4170	to comfort
G4171	comfort
G4172	comfort
G4174	to violate the law
G4175	wrongdoing
G4176	to rebel
G4177	rebellion
G4178	to fall away
G4179	to sail past
G4180	(adv.) almost
G4182	to pass by
G4183	trespass
G4184	to drift away
G4185	distinguished
G4186	(act.) to prepare
G4187	Preparation Day
G4188	supporter
G4189	to keep on
G4190	to watch closely
G4191	careful observation
G4192	(act.) to set before
G4193	to happen to be there
G4194	(a.) momentary
G4195	to take away
G4196	to be out of one's mind
G4197	madness
G4198	madness
G4199	to spend the winter
G4200	spending the winter
G4201	to misuse
G4202	immediately
G4203	leopard
G4204	to serve regularly
G4205	to be present
G4206	to bring in secretly
G4207	brought in secretly
G4208	to slip in secretly
G4209	to come in
G4210	to do one's best
G4211	(adv.) besides
G4212	to build
G4213	camp
G4214	to make difficult
G4215	(n.) stranger
G4216	to go by
G4217	leaving unpunished
G4218	to present
G4219	comfort
G4220	virginity
G4221	virgin (male and female)
G4222	Parthian
G4223	to leave undone
G4224	see <a href="S:παρίστημι"/>παρίστημι</a>
G4225	to place beside
G4226	Parmenas
G4227	passing by
G4228	to live as a stranger
G4229	residence as a stranger
G4230	strange
G4231	figure of speech
G4232	drunken
G4233	to pass by
G4234	to be like
G4235	like
G4236	(intr.) to be greatly distressed
G4237	sharp disagreement
G4239	to anger
G4240	anger
G4241	to incite
G4242	presence
G4243	dish
G4244	boldness
G4245	to speak boldly
G4246	all
G4247	Passover
G4248	to experience
G4249	Patara
G4250	to hit
G4251	to trample on
G4252	father
G4253	Patmos
G4254	one who kills one's father
G4255	family
G4256	patriarch
G4257	paternal
G4258	hometown
G4259	Patrobas
G4260	one who kills one's father
G4261	handed down from forefathers
G4262	ancestral
G4263	Paul
G4264	(act.) to cause to stop
G4265	Paphos
G4266	to become calloused of heart
G4267	foot shackle
G4268	level
G4269	to go on foot
G4270	on foot
G4271	on foot
G4272	to obey
G4273	persuasive
G4275	to convince
G4277	to be hungry
G4278	to try to do
G4279	to test
G4280	test
G4281	to try
G4282	persuasion
G4283	open sea
G4284	to behead
G4286	fifth
G4287	to send
G4288	poor
G4289	mother-in-law
G4290	father-in-law
G4291	to mourn
G4292	mourning
G4293	poor
G4294	five times
G4295	five thousand
G4296	five hundred
G4297	five
G4298	fifteenth
G4299	fifty
G4300	Pentecost
G4301	confidence
G4302	an affix for various kinds of emphasis
G4303	Peraea
G4304	further
G4305	on the other side
G4306	end
G4307	Pergamum
G4308	Perga
G4309	(gen.) about
G4310	(tr.) to take (a wife)
G4311	to take away
G4312	to kindle (a fire)
G4313	to flash around
G4314	to dress
G4315	to look around at
G4316	covering
G4317	to wrap around
G4318	to be a busybody
G4319	meddlesome
G4320	to go around
G4321	to seize
G4322	to buckle a belt around
G4323	to buckle a belt around
G4324	wearing
G4325	to stand around
G4326	scum
G4327	to sit around
G4328	to blindfold
G4329	to surround
G4330	helmet
G4331	secure
G4332	to seclude oneself
G4333	to encircle
G4334	to shine around
G4335	to be left
G4337	overwhelmingly sorrowful
G4338	to wait for
G4339	around
G4340	to live in a neighborhood
G4341	neighboring
G4342	one's very own
G4343	passage (of Scripture)
G4344	to walk (around)
G4345	to pierce
G4346	to fall into the hands of
G4347	(mid.) to keep
G4348	possession
G4351	to strip off
G4352	(pass.) to be distracted
G4353	abundance
G4354	overflow
G4355	to have abundance
G4356	exceeding
G4358	more than
G4361	dove
G4362	to circumcise
G4363	to put on
G4364	circumcision
G4365	to drive (to insanity)
G4366	to run throughout
G4367	to carry
G4368	to despise
G4369	neighboring
G4370	refuse
G4371	to boast
G4372	Persis
G4373	from last year
G4374	bird
G4375	to fly
G4376	rock
G4377	Peter
G4378	rocky
G4379	rue (a garden herb)
G4380	spring
G4381	to set up
G4382	rudder
G4383	how great
G4384	mud
G4385	traveler's bag
G4386	to disable
G4387	nearsightedness
G4388	measure of length: cubit
G4389	to seize
G4390	(pass.) to be pressed down
G4391	fine-sounding arguments
G4392	persuasive
G4393	to turn sour
G4394	bitterness
G4395	bitter
G4397	Pilate
G4398	to fill
G4399	to swell
G4400	(small) writing tablet
G4401	(small) writing tablet
G4402	platter
G4403	to drink
G4404	richness
G4405	to sell
G4406	to fall
G4407	Pisidia
G4408	Pisidian
G4409	to believe
G4410	pure
G4411	faith
G4412	faithful
G4413	(pass.) to be convinced of
G4414	to lead astray
G4415	error
G4417	wanderer
G4418	deceiving
G4419	stone tablet
G4420	what is formed
G4421	to form
G4422	made up
G4423	(main) street
G4424	width
G4425	to open wide
G4426	wide
G4427	something braided or woven
G4428	to twist together
G4429	to make increase
G4430	to exploit
G4431	greedy person
G4432	greediness
G4433	side (of the body)
G4434	to travel by ship
G4435	plague
G4436	large number
G4437	to increase
G4438	violent man
G4439	flood
G4440	but
G4441	full
G4442	to fulfill (completely)
G4443	full assurance
G4444	to fulfill
G4445	fullness
G4446	near
G4447	indulgence
G4448	(pass.) to be struck
G4449	(small) boat
G4450	boat
G4451	braiding
G4452	voyage
G4453	voyage
G4454	rich
G4456	to be rich
G4457	to make rich
G4458	riches
G4459	to wash (things)
G4460	wind
G4461	spiritual
G4463	to blow (of wind)
G4464	to choke or strangle
G4465	strangled
G4466	wind
G4468	reaching to the feet
G4469	basin for washing feet
G4470	from where
G4471	grass
G4472	to do
G4473	what is made
G4474	doing
G4475	doer
G4476	of various kinds
G4477	to shepherd
G4478	shepherd
G4479	flock
G4480	flock
G4481	what?
G4482	to fight
G4483	war
G4484	city
G4485	city official
G4486	citizenship
G4487	citizenship
G4488	to fulfill one's duty
G4489	citizen
G4490	many times
G4491	many times as much
G4492	rich in compassion
G4493	talkative
G4494	speaking many words
G4495	at many times
G4496	large crowd
G4497	manifold
G4498	many
G4499	full of compassion
G4500	expensive
G4501	expensive
G4502	in various ways
G4503	drink
G4504	evil
G4505	bad
G4506	pain
G4507	from Pontus
G4508	Pontius
G4509	open sea
G4511	Publius
G4512	journey
G4513	to come
G4514	to destroy
G4516	means of gain
G4517	Porcius
G4518	sexual immorality
G4519	to commit sexual immorality of any kind
G4520	prostitute
G4521	one who is sexually immoral (male or female)
G4522	far
G4523	from a distance
G4524	farther
G4525	purple (cloth or robe)
G4526	purple
G4527	dealer in purple cloth
G4528	purple
G4529	how many times?
G4530	drinking
G4531	how great?
G4532	river
G4533	swept away by a torrential flow of a river
G4534	of what kind?
G4536	when? how long?
G4538	whether
G4539	cup
G4540	to give or offer a drink
G4541	Puteoli
G4542	carousing
G4543	somewhere
G4545	Pudens
G4546	foot
G4547	thing
G4548	(pl.) affairs
G4549	to put capital to work
G4550	Praetorium
G4551	officer
G4552	deed
G4553	gentle
G4554	gentleness
G4555	group
G4556	to do
G4557	gentleness
G4558	gentle
G4559	gentleness
G4560	to be proper
G4561	delegation
G4563	to be an ambassador
G4564	body or council of the elders
G4565	older
G4566	older man
G4567	older woman
G4568	headlong
G4569	(pass.) to be sawn in two
G4570	before
G4571	Prisca
G4572	Priscilla
G4574	(of place) before
G4575	to go on ahead
G4576	(mid.) to decide
G4577	to make a charge beforehand
G4578	to hear about beforehand
G4579	to sin earlier
G4580	entryway
G4581	(spacial) to go on
G4582	to push to the front
G4583	pertaining to sheep
G4584	lamb
G4585	sheep
G4586	(pass.) to be prompted
G4587	(mid.) to plan
G4588	to commit beforehand
G4589	to know beforehand
G4590	foreknowledge
G4591	(pl.) parents
G4592	to write beforehand
G4593	obvious
G4594	to give beforehand
G4595	traitor
G4596	going before
G4597	to foretell
G4598	to be the first to hope
G4599	to begin beforehand
G4600	(mid.) to promise beforehand
G4601	to go on ahead
G4602	to prepare in advance
G4603	to announce the gospel in advance
G4604	(mid.) to be better off
G4605	to put above
G4606	setting forth: plan
G4607	set time
G4608	eagerness
G4609	willing
G4611	early
G4613	(act/mid) to manage
G4614	(mid.) to provoke
G4615	to foretell
G4616	to arrange for in advance
G4618	(pass.) to be set before
G4619	to preach beforehand
G4620	progress
G4621	to go ahead
G4622	partiality
G4623	to establish previously
G4624	to take beforehand
G4625	to tell beforehand
G4626	to predict
G4627	to worry beforehand
G4628	to worry or be anxious beforehand
G4629	to provide for
G4630	foresight
G4632	to see previously
G4633	to predestine
G4634	to suffer previously
G4635	forefather
G4636	to accompany
G4637	rash
G4638	to go before
G4639	(gen.) to
G4640	day before the Sabbath (Friday)
G4641	to designate
G4642	to bring to
G4643	access
G4644	to beg
G4645	beggar
G4646	to move up
G4648	to spend lavishly or in addition
G4649	to spend lavishly or in addition
G4650	to supply
G4651	to add
G4652	to rise up toward
G4653	to threaten further
G4654	to resound
G4655	to spend extra
G4656	to need
G4657	to receive
G4658	to give (over)
G4659	to look forward to
G4660	anticipation
G4661	to allow to go farther
G4662	to approach
G4663	to serve
G4664	to earn more
G4665	to come to
G4666	prayer
G4667	to pray
G4668	to watch out
G4669	to nail to
G4670	Gentile convert (to Judaism)
G4672	lasting only for a short time
G4673	(mid.) to call
G4674	to join
G4675	perseverance
G4676	cushion
G4677	(pass.) to be joined with
G4678	summons
G4679	(pass.) to be rallied to
G4680	favoritism
G4681	(pass.) to be united to
G4682	stumbling block
G4683	stumbling block
G4684	to strike
G4685	to roll in front of
G4686	to worship
G4687	worshiper
G4688	to talk with
G4689	to take aside
G4691	acceptance
G4692	acceptance
G4693	to be with
G4694	(pass.) to be anchored
G4695	to owe (in addition)
G4696	to be angry
G4697	to strike against
G4698	hungry
G4699	to nail to (the cross)
G4700	to fall down before
G4701	to act as if
G4702	to come to
G4703	to strike upon
G4704	to strike upon
G4705	(act./mid.) to command
G4706	helper
G4707	to add to
G4708	to run up to
G4709	(little) fish
G4710	new
G4712	to bring to
G4713	lovely
G4714	offering
G4715	to call out
G4716	to be glad
G4717	sprinkling
G4718	to touch
G4719	to show favoritism
G4720	one who shows favoritism
G4721	favoritism
G4722	to show favoritism
G4723	one who shows favoritism
G4724	favoritism
G4725	face
G4726	to determine beforehand
G4727	to stretch out
G4728	before
G4729	(mid.) to plan
G4730	to encourage
G4731	to run ahead
G4732	to exist formerly
G4733	excuse
G4734	to bring out
G4735	prophecy
G4736	to prophesy
G4737	prophet
G4738	prophetic
G4739	prophetess
G4740	to anticipate
G4741	(mid.) to choose
G4742	to choose beforehand
G4743	Procorus
G4744	stern (of a vessel)
G4745	early in the morning
G4746	early morning
G4748	early
G4749	bow (of a vessel)
G4750	to be supreme
G4751	most important seat
G4752	place of honor
G4753	first martyr
G4754	first
G4755	first (chronologically or in order of importance)
G4756	ringleader
G4757	inheritance rights (of the firstborn)
G4758	firstborn (human or animal). In biblical culture
G4760	to stumble
G4761	heel
G4762	highest point
G4763	wing
G4764	what is winged or feathered
G4765	(pass.) to be startled
G4766	something alarming
G4767	Ptolemais
G4768	winnowing fork or shovel
G4769	(pass.) to be frightened
G4770	saliva
G4771	to roll up
G4772	to spit (saliva)
G4773	dead body
G4774	falling
G4775	poverty
G4776	to be or become poor
G4777	poor
G4778	fist
G4780	spirit of divination
G4781	(a.) often
G4782	to fight with the fist
G4783	(city) gate
G4784	gate
G4785	to ask
G4786	fire
G4787	fire
G4788	tower
G4789	to burn with a fever
G4790	fever
G4791	fiery red
G4792	to burn
G4793	to be red
G4794	fiery red
G4796	burning
G4797	to sell
G4798	colt
G4799	ever
G4800	to harden
G4801	hardening
G4802	how? in what way?
G4805	Rahab
G4806	Rabbi
G4807	Rabboni
G4808	Rabboni
G4810	to beat with a rod
G4811	rod
G4812	officer
G4814	Reu
G4815	crime
G4816	trickery
G4817	(pass.) to be sprinkled
G4818	Rephan
G4819	Raca (a term of abuse
G4820	piece of cloth
G4821	Ramah
G4822	to sprinkle
G4823	sprinkling
G4824	to strike
G4825	slap
G4827	needle
G4829	Rahab
G4830	Rachel
G4831	Rebekah
G4832	carriage
G4833	Remphan
G4835	to flow
G4836	Rhegium
G4837	destruction
G4838	to burst
G4839	word
G4840	Rhesa
G4841	to throw violently
G4842	lawyer
G4843	clearly
G4844	root
G4845	(pass.) to be rooted
G4846	twinkling
